timestamp,server_id,cpu_usage_pct,memory_usage_mb,disk_io_ops,network_rx_kbps
2023-01-01 20:45:00,SRV-01,47.42,4744.46,217.06,3928.48
2023-01-01 20:50:00,SRV-02,47.54,3397.15,136.67,2790.97
2023-01-01 20:55:00,SRV-03,52.44,3693.31,126.53,3916.12
2023-01-01 21:00:00,SRV-04,22.59,4112.11,204.11,4915.87
2023-01-01 21:05:00,SRV-01,33.97,4395.36,232.54,4411.02
2023-01-01 21:10:00,SRV-02,53.09,3304.12,154.81,6007.33
2023-01-01 21:15:00,SRV-03,45.02,4421.87,112.38,7669.99
2023-01-01 21:20:00,SRV-04,7.27,4398.16,132.04,4809.11
2023-01-01 21:25:00,SRV-01,27.87,3606.86,144.92,4366.68
2023-01-01 21:30:00,SRV-02,38.74,3373.32,232.02,4543.8
2023-01-01 21:35:00,SRV-03,28.82,3857.51,152.61,4160.84
2023-01-01 21:40:00,SRV-04,11.77,3948.58,129.63,3746.17
2023-01-01 21:45:00,SRV-01,41.4,4281.91,135.59,4174.07
2023-01-01 21:50:00,SRV-02,30.31,4280.32,186.98,5636.07
2023-01-01 21:55:00,SRV-03,20.32,4195.58,99.76,4806.95
2023-01-01 22:00:00,SRV-04,48.84,3360.9,111.26,4588.58
2023-01-01 22:05:00,SRV-01,37.28,2712.16,99.39,1661.89
2023-01-01 22:10:00,SRV-02,35.08,3928.55,172.31,5072.92
2023-01-01 22:15:00,SRV-03,35.28,4436.32,218.62,6224.01
2023-01-01 22:20:00,SRV-04,33.24,3391.82,167.4,6175.82
2023-01-01 22:25:00,SRV-01,41.68,4584.54,220.25,5245.38
2023-01-01 22:30:00,SRV-02,20.63,3174.26,100.42,4546.62
2023-01-01 22:35:00,SRV-03,37.73,4475.18,107.83,5210.24
2023-01-01 22:40:00,SRV-04,21.32,4295.81,95.5,6401.58
2023-01-01 22:45:00,SRV-01,33.04,3588.42,225.07,4774.8
2023-01-01 22:50:00,SRV-02,50.5,4494.38,229.97,5101.05
2023-01-01 22:55:00,SRV-03,41.09,3769.01,166.6,6308.14
2023-01-01 23:00:00,SRV-04,22.35,3678.49,162.41,4043.79
2023-01-01 23:05:00,SRV-01,31.35,3493.02,122.53,4842.54
2023-01-01 23:10:00,SRV-02,28.19,4251.75,127.74,4760.59
2023-01-01 23:15:00,SRV-03,36.92,4120.02,190.37,3774.87
2023-01-01 23:20:00,SRV-04,38.54,3452.94,172.26,6537.56
2023-01-01 23:25:00,SRV-01,41.21,4076.4,157.15,5840.02
2023-01-01 23:30:00,SRV-02,42.69,4041.66,121.42,4765.14
2023-01-01 23:35:00,SRV-03,29.48,4424.27,262.94,6447.25
2023-01-01 23:40:00,SRV-04,46.26,3355.36,198.73,5788.01
2023-01-01 23:45:00,SRV-01,35.93,4092.96,109.98,5826.17
2023-01-01 23:50:00,SRV-02,44.46,3815.19,165.76,5265.76
2023-01-01 23:55:00,SRV-03,31.41,4378.88,112.71,4764.75
2023-01-02 00:00:00,SRV-04,44.16,3655.97,210.69,4385.7
2023-01-02 00:05:00,SRV-01,34.45,4418.04,168.03,4848.85
2023-01-02 00:10:00,SRV-02,40.86,4117.21,187.45,4828.67
2023-01-02 00:15:00,SRV-03,40.76,4098.48,131.42,4287.83
2023-01-02 00:20:00,SRV-04,66.09,4158.38,59.2,6807.49
2023-01-02 00:25:00,SRV-01,38.68,4158.27,162.74,5070.22
2023-01-02 00:30:00,SRV-02,44.61,3803.61,150.22,4084.37
2023-01-02 00:35:00,SRV-03,58.03,3605.27,205.8,5537.72
2023-01-02 00:40:00,SRV-04,34.23,4414.04,174.35,6060.7
2023-01-02 00:45:00,SRV-01,17.07,3387.3,108.71,5482.43
2023-01-02 00:50:00,SRV-02,36.77,3748.76,178.77,5361.49
2023-01-02 00:55:00,SRV-03,15.45,3671.76,142.07,4927.53
2023-01-02 01:00:00,SRV-04,43.1,3617.35,128.2,5213.12
2023-01-02 01:05:00,SRV-01,49.36,3490.66,143.24,5889.36
2023-01-02 01:10:00,SRV-02,24.8,4709.91,161.13,3633.77
2023-01-02 01:15:00,SRV-03,53.31,4639.4,79.93,3919.16
2023-01-02 01:20:00,SRV-04,25.83,4116.4,253.96,5650.97
2023-01-02 01:25:00,SRV-01,22.34,3434.04,142.4,4599.82
2023-01-02 01:30:00,SRV-02,25.35,3230.69,192.54,4628.09
2023-01-02 01:35:00,SRV-03,43.6,4365.93,73.34,6473.25
2023-01-02 01:40:00,SRV-04,38.16,4160.2,212.49,6393.76
2023-01-02 01:45:00,SRV-01,20.35,4114.81,204.25,6691.39
2023-01-02 01:50:00,SRV-02,47.73,4042.74,132.94,6540.99
2023-01-02 01:55:00,SRV-03,36.08,4746.2,123.19,5187.04
2023-01-02 02:00:00,SRV-04,25.19,3046.14,133.42,2973.88
2023-01-02 02:05:00,SRV-01,36.82,4432.21,154.09,4973.62
2023-01-02 02:10:00,SRV-02,56.85,4254.12,93.36,4019.32
2023-01-02 02:15:00,SRV-03,19.54,3879.52,183.97,5478.98
2023-01-02 02:20:00,SRV-04,43.56,3661.97,256.09,5390.27
2023-01-02 02:25:00,SRV-01,27.23,3314.17,98.25,4890.43
2023-01-02 02:30:00,SRV-02,31.95,3949.68,182.61,5765.5
2023-01-02 02:35:00,SRV-03,36.31,4082.92,130.72,4675.24
2023-01-02 02:40:00,SRV-04,57.48,3996.42,120.04,3954.7
2023-01-02 02:45:00,SRV-01,40.98,3539.88,87.98,5254.83
2023-01-02 02:50:00,SRV-02,36.84,3608.66,182.12,3047.4
2023-01-02 02:55:00,SRV-03,20.46,3731.6,144.47,3751.64
2023-01-02 03:00:00,SRV-04,43.29,3324.77,130.17,4310.27
2023-01-02 03:05:00,SRV-01,26.36,4198.71,168.75,6053.98
2023-01-02 03:10:00,SRV-02,36.55,3789.68,120.87,3006.74
2023-01-02 03:15:00,SRV-03,33.39,3651.42,191.62,5145.18
2023-01-02 03:20:00,SRV-04,37.86,3850.35,240.11,4052.36
2023-01-02 03:25:00,SRV-01,25.26,4698.07,144.69,6698.65
2023-01-02 03:30:00,SRV-02,25.32,3476.39,218.87,4356.93
2023-01-02 03:35:00,SRV-03,26.41,5185.26,125.17,5972.86
2023-01-02 03:40:00,SRV-04,24.6,3597.39,120.32,4862.78
2023-01-02 03:45:00,SRV-01,37.49,3839.98,167.77,4964.05
2023-01-02 03:50:00,SRV-02,35.61,3825.03,111.51,3686.92
2023-01-02 03:55:00,SRV-03,28.37,4897.35,167.52,5029.75
2023-01-02 04:00:00,SRV-04,39.68,3586.21,105.15,4466.7
2023-01-02 04:05:00,SRV-01,23.39,3436.61,139.93,6364.47
2023-01-02 04:10:00,SRV-02,33.69,4325.09,119.44,5800.03
2023-01-02 04:15:00,SRV-03,13.98,3916.79,117.08,6376.29
2023-01-02 04:20:00,SRV-04,36.9,3558.76,130.42,3910.34
2023-01-02 04:25:00,SRV-01,49.08,4317.35,200.46,5059.74
2023-01-02 04:30:00,SRV-02,21.57,4189.48,166.02,5802.62
2023-01-02 04:35:00,SRV-03,34.14,4468.23,103.1,4049.33
2023-01-02 04:40:00,SRV-04,45.3,4223.44,128.01,2701.91
2023-01-02 04:45:00,SRV-01,31.61,3850.51,140.87,4492.31
2023-01-02 04:50:00,SRV-02,31.4,3588.37,118.64,4548.24
2023-01-02 04:55:00,SRV-03,60.8,4464.0,131.98,5159.86
2023-01-02 05:00:00,SRV-04,37.31,3761.06,199.21,3495.85
2023-01-02 05:05:00,SRV-01,57.86,3685.33,106.31,5818.12
2023-01-02 05:10:00,SRV-02,19.53,3239.44,231.54,5358.16
2023-01-02 05:15:00,SRV-03,51.98,3709.9,108.58,3547.11
2023-01-02 05:20:00,SRV-04,42.74,3480.4,149.01,5267.24
2023-01-02 05:25:00,SRV-01,31.64,4021.87,189.95,6179.82
2023-01-02 05:30:00,SRV-02,48.59,4671.8,106.48,4516.23
2023-01-02 05:35:00,SRV-03,58.24,3379.79,115.39,6035.97
2023-01-02 05:40:00,SRV-04,35.48,3936.16,132.48,5388.39
2023-01-02 05:45:00,SRV-01,26.75,4971.21,89.5,4297.06
2023-01-02 05:50:00,SRV-02,29.14,4085.54,163.69,4445.29
2023-01-02 05:55:00,SRV-03,39.86,4449.18,119.07,7093.89
2023-01-02 06:00:00,SRV-04,41.65,4648.49,163.96,4817.5
2023-01-02 06:05:00,SRV-01,24.86,3758.53,95.16,4039.85
2023-01-02 06:10:00,SRV-02,28.15,3974.05,195.37,3777.77
2023-01-02 06:15:00,SRV-03,45.44,4835.81,120.61,5334.17
2023-01-02 06:20:00,SRV-04,43.97,4922.53,141.24,4924.68
2023-01-02 06:25:00,SRV-01,32.76,4546.01,152.54,5082.33
2023-01-02 06:30:00,SRV-02,42.36,4646.7,84.37,6129.02
2023-01-02 06:35:00,SRV-03,52.74,4238.96,186.53,4613.67
2023-01-02 06:40:00,SRV-04,26.28,3178.84,133.52,6803.03
2023-01-02 06:45:00,SRV-01,41.78,4964.94,150.38,3719.43
2023-01-02 06:50:00,SRV-02,35.79,4434.66,87.09,5909.18
2023-01-02 06:55:00,SRV-03,41.99,3306.65,168.41,4616.73
2023-01-02 07:00:00,SRV-04,33.03,4567.36,137.79,5512.8
2023-01-02 07:05:00,SRV-01,38.61,4428.67,139.49,7101.16
2023-01-02 07:10:00,SRV-02,42.95,4164.07,186.34,4744.99
2023-01-02 07:15:00,SRV-03,42.64,3865.76,183.6,6754.8
