date,transaction_id,user_id,product_category,price,qty,total_revenue,discount_applied
2021-01-02 23:33:00,TXN-100092,USR-4692,Toys,189.19,4,756.76,0.0
2021-01-03 00:20:00,TXN-100093,USR-8168,Toys,219.53,5,1097.65,0.0
2021-01-03 01:13:00,TXN-100094,USR-4360,Sports,212.87,1,170.3,0.2
2021-01-03 01:51:00,TXN-100095,USR-6850,Clothing,359.69,1,359.69,0.0
2021-01-03 02:27:00,TXN-100096,USR-1874,Toys,258.86,1,258.86,0.0
2021-01-03 03:11:00,TXN-100097,USR-7340,Sports,312.02,5,1560.1,0.0
2021-01-03 03:51:00,TXN-100098,USR-1703,Home,202.56,4,810.24,0.0
2021-01-03 04:05:00,TXN-100099,USR-4348,Home,129.45,2,186.41,0.28
2021-01-03 04:41:00,TXN-100100,USR-6204,Sports,310.05,1,310.05,0.0
2021-01-03 04:50:00,TXN-100101,USR-4903,Toys,327.04,4,1308.16,0.0
2021-01-03 05:03:00,TXN-100102,USR-4962,Sports,287.8,3,863.4,0.0
2021-01-03 05:25:00,TXN-100103,USR-5476,Home,98.94,3,296.82,0.0
2021-01-03 05:33:00,TXN-100104,USR-9719,Clothing,77.64,1,77.64,0.0
2021-01-03 05:56:00,TXN-100105,USR-9577,Electronics,34.69,2,69.38,0.0
2021-01-03 06:52:00,TXN-100106,USR-3745,Electronics,195.41,3,586.23,0.0
2021-01-03 07:34:00,TXN-100107,USR-6086,Sports,371.79,5,1858.95,0.0
2021-01-03 07:57:00,TXN-100108,USR-5465,Electronics,77.03,4,308.12,0.0
2021-01-03 08:11:00,TXN-100109,USR-5628,Electronics,145.08,2,252.44,0.13
2021-01-03 08:16:00,TXN-100110,USR-1570,Clothing,435.24,4,1619.09,0.07
2021-01-03 08:28:00,TXN-100111,USR-4354,Home,281.34,1,281.34,0.0
2021-01-03 08:56:00,TXN-100112,USR-5132,Clothing,189.62,3,568.86,0.0
2021-01-03 09:16:00,TXN-100113,USR-2470,Electronics,292.94,5,1464.7,0.0
2021-01-03 09:55:00,TXN-100114,USR-9300,Clothing,250.7,5,915.05,0.27
2021-01-03 10:18:00,TXN-100115,USR-6614,Clothing,85.88,1,85.88,0.0
2021-01-03 10:47:00,TXN-100116,USR-1148,Electronics,119.81,2,239.62,0.0
2021-01-03 11:09:00,TXN-100117,USR-3012,Home,161.19,5,733.41,0.09
2021-01-03 11:50:00,TXN-100118,USR-1074,Toys,29.67,4,91.38,0.23
2021-01-03 11:57:00,TXN-100119,USR-3497,Electronics,457.53,4,1555.6,0.15
2021-01-03 12:36:00,TXN-100120,USR-5643,Clothing,69.39,3,208.17,0.0
2021-01-03 13:31:00,TXN-100121,USR-7194,Home,67.77,2,135.54,0.0
2021-01-03 13:38:00,TXN-100122,USR-6860,Home,450.83,4,1803.32,0.0
2021-01-03 14:19:00,TXN-100123,USR-2757,Home,459.56,2,919.12,0.0
2021-01-03 14:43:00,TXN-100124,USR-6670,Clothing,168.94,1,135.15,0.2
2021-01-03 15:08:00,TXN-100125,USR-1113,Clothing,302.26,4,1209.04,0.0
2021-01-03 15:39:00,TXN-100126,USR-4009,Electronics,309.29,5,1546.45,0.0
2021-01-03 16:30:00,TXN-100127,USR-3444,Clothing,62.56,4,250.24,0.0
2021-01-03 16:55:00,TXN-100128,USR-1452,Clothing,222.75,2,445.5,0.0
2021-01-03 17:12:00,TXN-100129,USR-9032,Home,364.77,4,1459.08,0.0
2021-01-03 17:55:00,TXN-100130,USR-8621,Sports,453.79,1,412.95,0.09
2021-01-03 18:16:00,TXN-100131,USR-4734,Electronics,419.68,2,705.06,0.16
2021-01-03 18:29:00,TXN-100132,USR-1786,Electronics,309.61,3,928.83,0.0
2021-01-03 19:27:00,TXN-100133,USR-6810,Home,398.74,4,1594.96,0.0
2021-01-03 20:22:00,TXN-100134,USR-9113,Sports,362.46,5,1757.93,0.03
2021-01-03 20:50:00,TXN-100135,USR-8238,Toys,205.02,4,795.48,0.03
2021-01-03 21:22:00,TXN-100136,USR-7309,Sports,192.74,4,770.96,0.0
2021-01-03 22:20:00,TXN-100137,USR-5182,Home,390.58,1,390.58,0.0
2021-01-03 22:40:00,TXN-100138,USR-9511,Home,170.51,4,682.04,0.0
2021-01-03 23:18:00,TXN-100139,USR-9581,Sports,21.3,3,63.9,0.0
2021-01-03 23:57:00,TXN-100140,USR-8306,Sports,184.13,1,184.13,0.0
2021-01-04 00:37:00,TXN-100141,USR-5358,Electronics,357.08,2,714.16,0.0
2021-01-04 01:00:00,TXN-100142,USR-7056,Clothing,253.46,5,912.46,0.28
2021-01-04 01:32:00,TXN-100143,USR-1136,Toys,217.68,4,653.04,0.25
2021-01-04 02:16:00,TXN-100144,USR-7941,Electronics,462.11,1,462.11,0.0
2021-01-04 02:51:00,TXN-100145,USR-3681,Sports,132.98,4,531.92,0.0
2021-01-04 03:27:00,TXN-100146,USR-5740,Toys,322.34,4,1289.36,0.0
2021-01-04 03:53:00,TXN-100147,USR-2184,Home,202.63,4,810.52,0.0
2021-01-04 04:17:00,TXN-100148,USR-9668,Sports,481.02,5,2405.1,0.0
2021-01-04 04:30:00,TXN-100149,USR-2777,Home,486.87,3,1460.61,0.0
2021-01-04 04:52:00,TXN-100150,USR-8763,Home,92.67,5,366.05,0.21
2021-01-04 05:07:00,TXN-100151,USR-8935,Home,212.73,2,302.08,0.29
2021-01-04 05:26:00,TXN-100152,USR-3384,Sports,64.5,5,322.5,0.0
2021-01-04 05:32:00,TXN-100153,USR-3157,Sports,269.36,2,538.72,0.0
2021-01-04 05:50:00,TXN-100154,USR-7492,Clothing,362.47,4,1449.88,0.0
2021-01-04 06:49:00,TXN-100155,USR-1740,Sports,479.43,5,2397.15,0.0
2021-01-04 07:39:00,TXN-100156,USR-4758,Home,45.66,2,91.32,0.0
2021-01-04 08:20:00,TXN-100157,USR-4407,Electronics,259.63,4,1038.52,0.0
2021-01-04 08:43:00,TXN-100158,USR-2277,Home,495.06,2,990.12,0.0
2021-01-04 08:52:00,TXN-100159,USR-9862,Toys,412.89,1,412.89,0.0
2021-01-04 09:21:00,TXN-100160,USR-3222,Home,397.67,2,787.39,0.01
2021-01-04 09:51:00,TXN-100161,USR-1028,Clothing,300.76,4,1154.92,0.04
2021-01-04 10:21:00,TXN-100162,USR-1299,Clothing,21.64,1,21.64,0.0
2021-01-04 10:55:00,TXN-100163,USR-1808,Sports,181.81,3,545.43,0.0
2021-01-04 11:21:00,TXN-100164,USR-6774,Electronics,296.7,4,937.57,0.21
2021-01-04 12:06:00,TXN-100165,USR-6535,Clothing,466.23,2,932.46,0.0
2021-01-04 12:55:00,TXN-100166,USR-5865,Clothing,140.48,2,280.96,0.0
2021-01-04 13:19:00,TXN-100167,USR-3704,Home,158.49,2,316.98,0.0
2021-01-04 13:25:00,TXN-100168,USR-7741,Electronics,155.4,2,310.8,0.0
2021-01-04 14:03:00,TXN-100169,USR-4152,Home,92.48,5,462.4,0.0
2021-01-04 14:28:00,TXN-100170,USR-8731,Toys,143.59,5,717.95,0.0
2021-01-04 14:33:00,TXN-100171,USR-6659,Home,163.46,3,490.38,0.0
2021-01-04 15:22:00,TXN-100172,USR-8933,Sports,451.38,1,451.38,0.0
2021-01-04 15:39:00,TXN-100173,USR-8171,Toys,336.78,3,1010.34,0.0
2021-01-04 16:20:00,TXN-100174,USR-4999,Sports,30.01,5,141.05,0.06
2021-01-04 16:43:00,TXN-100175,USR-3403,Electronics,164.8,5,667.44,0.19
2021-01-04 17:19:00,TXN-100176,USR-1986,Home,116.41,3,349.23,0.0
2021-01-04 17:49:00,TXN-100177,USR-8590,Home,488.75,5,2443.75,0.0
2021-01-04 18:12:00,TXN-100178,USR-8050,Sports,289.78,3,869.34,0.0
2021-01-04 18:57:00,TXN-100179,USR-9552,Clothing,492.96,1,492.96,0.0
2021-01-04 19:17:00,TXN-100180,USR-4973,Electronics,41.32,5,206.6,0.0
2021-01-04 19:22:00,TXN-100181,USR-2900,Toys,366.23,2,673.86,0.08
2021-01-04 20:18:00,TXN-100182,USR-1544,Sports,322.01,1,322.01,0.0
2021-01-04 21:11:00,TXN-100183,USR-4617,Electronics,249.23,5,1246.15,0.0
2021-01-04 22:02:00,TXN-100184,USR-5704,Toys,287.1,4,1022.08,0.11
2021-01-04 22:51:00,TXN-100185,USR-5237,Sports,434.93,5,2174.65,0.0
2021-01-04 23:42:00,TXN-100186,USR-2505,Toys,403.18,1,403.18,0.0
2021-01-05 00:42:00,TXN-100187,USR-8675,Sports,239.5,2,479.0,0.0
2021-01-05 01:08:00,TXN-100188,USR-2211,Home,496.09,5,2480.45,0.0
2021-01-05 01:31:00,TXN-100189,USR-9796,Sports,351.6,4,1279.82,0.09
2021-01-05 01:36:00,TXN-100190,USR-5722,Sports,306.38,1,306.38,0.0
2021-01-05 02:09:00,TXN-100191,USR-7328,Clothing,37.67,4,150.68,0.0
2021-01-05 03:07:00,TXN-100192,USR-4497,Home,194.24,4,551.64,0.29
2021-01-05 03:47:00,TXN-100193,USR-8791,Toys,482.59,3,1447.77,0.0
2021-01-05 04:24:00,TXN-100194,USR-5440,Electronics,178.04,2,356.08,0.0
2021-01-05 05:21:00,TXN-100195,USR-3182,Home,40.74,1,40.74,0.0
2021-01-05 06:12:00,TXN-100196,USR-9114,Electronics,231.27,4,666.06,0.28
2021-01-05 06:18:00,TXN-100197,USR-6310,Toys,385.3,3,1155.9,0.0
2021-01-05 06:35:00,TXN-100198,USR-8757,Electronics,106.45,2,200.13,0.06
2021-01-05 06:53:00,TXN-100199,USR-5830,Toys,252.22,1,249.7,0.01
2021-01-05 07:16:00,TXN-100200,USR-6408,Home,448.53,4,1794.12,0.0
2021-01-05 08:07:00,TXN-100201,USR-9956,Electronics,385.46,3,1156.38,0.0
2021-01-05 08:35:00,TXN-100202,USR-3712,Electronics,27.49,4,100.06,0.09
2021-01-05 09:34:00,TXN-100203,USR-5150,Clothing,306.99,5,1412.15,0.08
2021-01-05 09:58:00,TXN-100204,USR-1469,Toys,123.71,1,123.71,0.0
2021-01-05 10:33:00,TXN-100205,USR-9481,Sports,323.28,4,1047.43,0.19
2021-01-05 11:33:00,TXN-100206,USR-6779,Electronics,349.93,3,797.84,0.24
2021-01-05 11:48:00,TXN-100207,USR-7569,Toys,70.53,2,141.06,0.0
2021-01-05 12:41:00,TXN-100208,USR-8973,Toys,103.71,3,311.13,0.0
2021-01-05 13:17:00,TXN-100209,USR-4047,Electronics,490.02,2,764.43,0.22
2021-01-05 13:39:00,TXN-100210,USR-9282,Sports,53.71,4,156.83,0.27
2021-01-05 14:33:00,TXN-100211,USR-2246,Electronics,385.98,4,1543.92,0.0
2021-01-05 14:59:00,TXN-100212,USR-8656,Home,18.51,2,37.02,0.0
2021-01-05 15:36:00,TXN-100213,USR-5102,Sports,196.73,1,196.73,0.0
2021-01-05 16:26:00,TXN-100214,USR-7948,Electronics,244.99,4,832.97,0.15
2021-01-05 17:08:00,TXN-100215,USR-9903,Sports,36.67,1,36.67,0.0
2021-01-05 17:42:00,TXN-100216,USR-1525,Home,372.81,2,745.62,0.0
2021-01-05 18:05:00,TXN-100217,USR-7863,Clothing,190.93,1,190.93,0.0
2021-01-05 18:21:00,TXN-100218,USR-7362,Electronics,170.21,2,340.42,0.0
2021-01-05 18:45:00,TXN-100219,USR-8314,Home,223.89,5,861.98,0.23
2021-01-05 19:41:00,TXN-100220,USR-2576,Toys,199.21,1,199.21,0.0
2021-01-05 20:31:00,TXN-100221,USR-5411,Toys,222.1,4,888.4,0.0
2021-01-05 21:13:00,TXN-100222,USR-1810,Toys,217.43,4,869.72,0.0
2021-01-05 22:03:00,TXN-100223,USR-9755,Sports,184.08,2,368.16,0.0
2021-01-05 22:21:00,TXN-100224,USR-5326,Electronics,329.32,1,329.32,0.0
2021-01-05 23:12:00,TXN-100225,USR-2280,Sports,127.72,3,356.34,0.07
2021-01-05 23:53:00,TXN-100226,USR-7632,Home,87.38,5,436.9,0.0
2021-01-06 00:45:00,TXN-100227,USR-2568,Toys,253.54,2,431.02,0.15
2021-01-06 00:58:00,TXN-100228,USR-7357,Clothing,357.66,4,1044.37,0.27
2021-01-06 01:44:00,TXN-100229,USR-7812,Electronics,309.93,5,1549.65,0.0
2021-01-06 02:12:00,TXN-100230,USR-7650,Electronics,49.39,1,49.39,0.0
2021-01-06 02:22:00,TXN-100231,USR-1846,Sports,373.29,5,1455.83,0.22
2021-01-06 03:17:00,TXN-100232,USR-3425,Electronics,280.95,4,1123.8,0.0
2021-01-06 03:31:00,TXN-100233,USR-4470,Electronics,62.16,4,248.64,0.0
2021-01-06 04:25:00,TXN-100234,USR-1601,Home,105.1,4,332.12,0.21
2021-01-06 05:07:00,TXN-100235,USR-6080,Toys,299.9,5,1184.61,0.21
2021-01-06 06:04:00,TXN-100236,USR-3256,Clothing,316.45,1,316.45,0.0
2021-01-06 06:30:00,TXN-100237,USR-1582,Clothing,438.82,5,2194.1,0.0
2021-01-06 06:43:00,TXN-100238,USR-9322,Sports,148.4,3,445.2,0.0
2021-01-06 07:42:00,TXN-100239,USR-4432,Electronics,475.75,3,1427.25,0.0
2021-01-06 08:25:00,TXN-100240,USR-3631,Clothing,497.96,5,2489.8,0.0
2021-01-06 08:45:00,TXN-100241,USR-5340,Sports,199.0,2,398.0,0.0
2021-01-06 09:02:00,TXN-100242,USR-7415,Sports,453.72,1,453.72,0.0
2021-01-06 09:58:00,TXN-100243,USR-5362,Toys,34.81,5,174.05,0.0
2021-01-06 10:50:00,TXN-100244,USR-9611,Toys,74.52,1,74.52,0.0
2021-01-06 11:27:00,TXN-100245,USR-2269,Clothing,225.66,2,451.32,0.0
2021-01-06 11:40:00,TXN-100246,USR-1738,Home,225.74,3,575.64,0.15
2021-01-06 11:59:00,TXN-100247,USR-6430,Electronics,222.71,5,1113.55,0.0
2021-01-06 12:30:00,TXN-100248,USR-7609,Toys,243.99,4,878.36,0.1
2021-01-06 12:59:00,TXN-100249,USR-9705,Electronics,415.18,4,1461.43,0.12
2021-01-06 13:14:00,TXN-100250,USR-1962,Toys,281.5,5,1407.5,0.0
2021-01-06 14:11:00,TXN-100251,USR-5224,Electronics,272.23,1,272.23,0.0
2021-01-06 14:44:00,TXN-100252,USR-1157,Toys,110.27,5,551.35,0.0
2021-01-06 14:59:00,TXN-100253,USR-5658,Sports,281.75,1,281.75,0.0
2021-01-06 15:57:00,TXN-100254,USR-6777,Toys,308.8,5,1544.0,0.0
2021-01-06 16:14:00,TXN-100255,USR-6284,Electronics,37.43,3,112.29,0.0
2021-01-06 16:37:00,TXN-100256,USR-8973,Sports,405.32,5,1722.61,0.15
2021-01-06 17:13:00,TXN-100257,USR-1176,Sports,116.2,4,464.8,0.0
2021-01-06 17:23:00,TXN-100258,USR-2922,Electronics,77.74,2,155.48,0.0
2021-01-06 18:23:00,TXN-100259,USR-1651,Home,109.57,3,328.71,0.0
2021-01-06 18:33:00,TXN-100260,USR-7232,Sports,352.1,3,1056.3,0.0
2021-01-06 18:59:00,TXN-100261,USR-9858,Home,49.66,5,248.3,0.0
2021-01-06 19:38:00,TXN-100262,USR-7430,Toys,105.78,2,211.56,0.0
2021-01-06 20:10:00,TXN-100263,USR-2975,Clothing,477.53,5,2387.65,0.0
2021-01-06 20:36:00,TXN-100264,USR-7435,Sports,98.52,2,163.54,0.17
2021-01-06 21:06:00,TXN-100265,USR-9900,Toys,232.78,1,232.78,0.0
2021-01-06 21:53:00,TXN-100266,USR-7265,Home,184.24,4,736.96,0.0
2021-01-06 22:41:00,TXN-100267,USR-8647,Home,32.92,5,164.6,0.0
2021-01-06 23:33:00,TXN-100268,USR-5996,Sports,316.5,4,1266.0,0.0
2021-01-06 23:39:00,TXN-100269,USR-7625,Electronics,275.14,3,825.42,0.0
2021-01-07 00:04:00,TXN-100270,USR-9251,Home,488.46,4,1953.84,0.0
2021-01-07 00:15:00,TXN-100271,USR-6613,Electronics,496.22,2,853.5,0.14
2021-01-07 00:37:00,TXN-100272,USR-4042,Toys,24.56,1,24.56,0.0
2021-01-07 01:21:00,TXN-100273,USR-1880,Clothing,356.03,4,1424.12,0.0
2021-01-07 01:30:00,TXN-100274,USR-7767,Toys,208.96,3,626.88,0.0
2021-01-07 02:07:00,TXN-100275,USR-3600,Sports,470.95,3,1412.85,0.0
2021-01-07 03:03:00,TXN-100276,USR-6595,Home,435.21,2,783.38,0.1
2021-01-07 03:31:00,TXN-100277,USR-3434,Home,268.36,1,268.36,0.0
2021-01-07 03:52:00,TXN-100278,USR-6991,Toys,326.54,5,1632.7,0.0
2021-01-07 04:46:00,TXN-100279,USR-5457,Clothing,462.0,2,794.64,0.14
2021-01-07 05:34:00,TXN-100280,USR-2969,Sports,76.56,2,119.43,0.22
2021-01-07 06:08:00,TXN-100281,USR-3901,Home,222.29,3,586.85,0.12
2021-01-07 06:45:00,TXN-100282,USR-6944,Toys,132.28,4,529.12,0.0
2021-01-07 07:18:00,TXN-100283,USR-5849,Toys,241.56,2,483.12,0.0
2021-01-07 07:54:00,TXN-100284,USR-8881,Sports,114.52,1,109.94,0.04
2021-01-07 08:36:00,TXN-100285,USR-1671,Electronics,450.68,5,2253.4,0.0
2021-01-07 09:11:00,TXN-100286,USR-6978,Home,382.59,5,1912.95,0.0
2021-01-07 10:03:00,TXN-100287,USR-4393,Clothing,131.62,5,546.22,0.17
2021-01-07 10:51:00,TXN-100288,USR-9097,Home,418.19,5,2090.95,0.0
2021-01-07 11:37:00,TXN-100289,USR-8954,Electronics,373.85,2,665.45,0.11
2021-01-07 11:59:00,TXN-100290,USR-3835,Sports,281.34,3,844.02,0.0
2021-01-07 12:30:00,TXN-100291,USR-4488,Clothing,420.47,1,420.47,0.0
2021-01-07 13:15:00,TXN-100292,USR-3766,Electronics,36.42,3,109.26,0.0
2021-01-07 14:10:00,TXN-100293,USR-8629,Home,76.46,5,382.3,0.0
2021-01-07 15:00:00,TXN-100294,USR-6821,Home,431.82,1,431.82,0.0
2021-01-07 15:54:00,TXN-100295,USR-9803,Clothing,108.59,5,542.95,0.0
2021-01-07 16:44:00,TXN-100296,USR-4751,Toys,375.79,4,1217.56,0.19
2021-01-07 17:14:00,TXN-100297,USR-1480,Electronics,93.04,2,186.08,0.0
2021-01-07 18:08:00,TXN-100298,USR-2374,Home,491.44,1,491.44,0.0
2021-01-07 18:51:00,TXN-100299,USR-7522,Home,284.77,3,854.31,0.0
2021-01-07 19:37:00,TXN-100300,USR-5404,Electronics,360.9,1,360.9,0.0
2021-01-07 19:55:00,TXN-100301,USR-3142,Home,238.64,2,477.28,0.0
2021-01-07 20:00:00,TXN-100302,USR-8261,Home,240.95,3,722.85,0.0
2021-01-07 20:23:00,TXN-100303,USR-9632,Toys,191.25,5,956.25,0.0
2021-01-07 20:33:00,TXN-100304,USR-5748,Toys,179.72,3,539.16,0.0
2021-01-07 21:23:00,TXN-100305,USR-9582,Home,221.87,5,820.92,0.26
2021-01-07 22:20:00,TXN-100306,USR-1320,Home,406.31,1,406.31,0.0
2021-01-07 22:27:00,TXN-100307,USR-1358,Sports,409.49,5,2047.45,0.0
2021-01-07 23:03:00,TXN-100308,USR-8710,Home,415.59,5,1475.34,0.29
2021-01-08 00:00:00,TXN-100309,USR-8249,Electronics,406.24,3,1218.72,0.0
2021-01-08 00:19:00,TXN-100310,USR-3795,Clothing,93.6,5,468.0,0.0
2021-01-08 00:55:00,TXN-100311,USR-7573,Toys,27.52,3,82.56,0.0
2021-01-08 01:42:00,TXN-100312,USR-1720,Toys,191.54,3,574.62,0.0
