timestamp,sensor_id,temperature_c,humidity_pct,vibration_hz
2023-09-01 02:17:00,SENS-5,25.93,66.92,22.31
2023-09-01 02:18:00,SENS-2,23.86,62.82,18.63
2023-09-01 02:19:00,SENS-4,25.22,68.44,23.44
2023-09-01 02:20:00,SENS-3,24.7,63.77,48.75
2023-09-01 02:21:00,SENS-1,26.49,64.83,23.12
2023-09-01 02:22:00,SENS-2,24.11,61.5,39.31
2023-09-01 02:23:00,SENS-1,27.51,70.48,36.02
2023-09-01 02:24:00,SENS-4,26.13,66.32,18.82
2023-09-01 02:25:00,SENS-1,27.39,61.71,34.61
2023-09-01 02:26:00,SENS-4,23.95,68.09,10.29
2023-09-01 02:27:00,SENS-1,24.78,67.19,43.94
2023-09-01 02:28:00,SENS-5,24.85,70.37,17.67
2023-09-01 02:29:00,SENS-1,24.97,70.33,41.19
2023-09-01 02:30:00,SENS-5,25.28,66.45,34.37
2023-09-01 02:31:00,SENS-2,25.35,65.19,40.32
2023-09-01 02:32:00,SENS-5,27.74,62.88,46.66
2023-09-01 02:33:00,SENS-2,27.41,62.75,21.13
2023-09-01 02:34:00,SENS-4,27.65,66.01,11.11
2023-09-01 02:35:00,SENS-4,25.93,61.74,20.89
2023-09-01 02:36:00,SENS-2,26.98,64.27,22.17
2023-09-01 02:37:00,SENS-3,28.03,64.04,21.45
2023-09-01 02:38:00,SENS-3,27.09,67.54,47.29
2023-09-01 02:39:00,SENS-3,28.0,69.09,31.22
2023-09-01 02:40:00,SENS-5,25.67,63.49,30.17
2023-09-01 02:41:00,SENS-3,26.81,68.39,21.99
2023-09-01 02:42:00,SENS-3,28.44,60.36,39.24
2023-09-01 02:43:00,SENS-3,25.64,61.64,19.97
2023-09-01 02:44:00,SENS-1,28.33,61.79,26.14
2023-09-01 02:45:00,SENS-2,27.79,67.68,11.06
2023-09-01 02:46:00,SENS-4,28.22,63.7,27.31
2023-09-01 02:47:00,SENS-2,28.43,65.21,42.59
2023-09-01 02:48:00,SENS-5,26.52,65.8,46.52
2023-09-01 02:49:00,SENS-3,26.21,62.55,48.16
2023-09-01 02:50:00,SENS-4,26.34,63.21,12.05
2023-09-01 02:51:00,SENS-5,25.15,66.52,47.02
2023-09-01 02:52:00,SENS-3,25.02,68.24,47.29
2023-09-01 02:53:00,SENS-4,26.38,67.84,44.95
2023-09-01 02:54:00,SENS-2,26.15,66.31,31.89
2023-09-01 02:55:00,SENS-2,27.69,64.03,12.28
2023-09-01 02:56:00,SENS-3,27.09,68.69,10.21
2023-09-01 02:57:00,SENS-4,27.54,66.66,26.91
2023-09-01 02:58:00,SENS-1,26.97,65.67,18.37
2023-09-01 02:59:00,SENS-3,27.31,68.63,43.53
2023-09-01 03:00:00,SENS-1,27.39,65.43,13.44
2023-09-01 03:01:00,SENS-4,26.18,67.8,43.76
2023-09-01 03:02:00,SENS-2,26.4,66.9,33.53
2023-09-01 03:03:00,SENS-1,25.36,60.8,23.59
2023-09-01 03:04:00,SENS-3,25.28,66.42,20.31
2023-09-01 03:05:00,SENS-3,28.18,59.07,32.78
2023-09-01 03:06:00,SENS-3,25.75,63.05,20.38
2023-09-01 03:07:00,SENS-2,28.23,67.36,13.57
2023-09-01 03:08:00,SENS-5,25.84,60.78,33.35
2023-09-01 03:09:00,SENS-1,28.71,67.12,19.46
2023-09-01 03:10:00,SENS-4,29.01,60.34,47.19
2023-09-01 03:11:00,SENS-1,26.22,63.54,33.39
2023-09-01 03:12:00,SENS-2,28.55,66.68,11.48
2023-09-01 03:13:00,SENS-3,28.48,59.52,13.23
2023-09-01 03:14:00,SENS-5,28.97,68.02,38.11
2023-09-01 03:15:00,SENS-3,26.74,62.79,11.58
2023-09-01 03:16:00,SENS-3,28.05,59.49,37.45
2023-09-01 03:17:00,SENS-2,27.25,59.19,39.44
2023-09-01 03:18:00,SENS-1,27.7,64.96,22.44
2023-09-01 03:19:00,SENS-2,25.93,61.43,42.19
2023-09-01 03:20:00,SENS-2,26.23,60.49,11.91
2023-09-01 03:21:00,SENS-5,28.79,60.83,29.01
2023-09-01 03:22:00,SENS-1,26.76,66.13,15.28
2023-09-01 03:23:00,SENS-5,29.63,60.85,32.78
2023-09-01 03:24:00,SENS-5,29.26,65.19,41.76
2023-09-01 03:25:00,SENS-4,27.13,67.06,12.8
2023-09-01 03:26:00,SENS-5,29.19,65.18,42.53
2023-09-01 03:27:00,SENS-3,27.51,57.97,26.84
2023-09-01 03:28:00,SENS-4,26.93,63.81,42.55
2023-09-01 03:29:00,SENS-1,28.81,59.48,16.62
2023-09-01 03:30:00,SENS-3,27.47,57.4,26.01
2023-09-01 03:31:00,SENS-4,28.39,65.49,28.16
2023-09-01 03:32:00,SENS-3,28.5,63.27,15.34
2023-09-01 03:33:00,SENS-3,26.53,65.17,31.16
2023-09-01 03:34:00,SENS-1,28.15,61.68,30.61
2023-09-01 03:35:00,SENS-3,26.46,62.52,16.75
2023-09-01 03:36:00,SENS-4,28.08,64.95,14.75
2023-09-01 03:37:00,SENS-5,29.82,61.61,10.0
2023-09-01 03:38:00,SENS-1,28.38,57.49,26.72
2023-09-01 03:39:00,SENS-3,28.6,56.91,41.53
2023-09-01 03:40:00,SENS-4,27.9,63.69,24.76
2023-09-01 03:41:00,SENS-1,27.08,62.77,34.24
2023-09-01 03:42:00,SENS-1,27.01,57.99,27.55
2023-09-01 03:43:00,SENS-5,26.38,61.87,10.58
2023-09-01 03:44:00,SENS-4,28.09,59.93,11.97
2023-09-01 03:45:00,SENS-4,29.46,57.13,22.67
2023-09-01 03:46:00,SENS-5,28.57,56.86,45.98
2023-09-01 03:47:00,SENS-3,27.1,62.06,25.35
2023-09-01 03:48:00,SENS-4,29.21,58.46,11.22
2023-09-01 03:49:00,SENS-1,27.46,57.57,26.15
2023-09-01 03:50:00,SENS-3,28.95,57.81,41.55
2023-09-01 03:51:00,SENS-1,28.22,64.52,20.93
2023-09-01 03:52:00,SENS-1,28.58,59.54,24.39
2023-09-01 03:53:00,SENS-5,29.06,58.18,30.77
2023-09-01 03:54:00,SENS-4,27.49,58.11,17.32
2023-09-01 03:55:00,SENS-2,27.97,61.63,34.4
2023-09-01 03:56:00,SENS-3,28.01,56.72,23.77
2023-09-01 03:57:00,SENS-5,29.41,57.85,24.05
2023-09-01 03:58:00,SENS-2,30.37,57.53,24.36
2023-09-01 03:59:00,SENS-5,30.17,60.54,36.9
2023-09-01 04:00:00,SENS-1,29.53,58.32,29.61
2023-09-01 04:01:00,SENS-5,28.8,62.03,18.6
2023-09-01 04:02:00,SENS-4,27.8,58.19,17.17
2023-09-01 04:03:00,SENS-5,29.91,63.75,36.36
2023-09-01 04:04:00,SENS-5,29.24,60.75,33.76
2023-09-01 04:05:00,SENS-5,26.98,57.79,41.1
2023-09-01 04:06:00,SENS-4,30.49,55.51,48.81
2023-09-01 04:07:00,SENS-5,27.27,63.43,13.46
2023-09-01 04:08:00,SENS-1,28.62,59.8,46.34
2023-09-01 04:09:00,SENS-2,27.79,59.26,33.2
2023-09-01 04:10:00,SENS-4,29.69,61.08,12.63
2023-09-01 04:11:00,SENS-5,27.08,58.54,43.89
2023-09-01 04:12:00,SENS-1,28.08,61.58,42.2
2023-09-01 04:13:00,SENS-2,28.1,57.38,39.46
2023-09-01 04:14:00,SENS-1,27.43,58.21,30.93
2023-09-01 04:15:00,SENS-1,29.18,61.28,17.75
2023-09-01 04:16:00,SENS-1,29.39,55.67,19.39
2023-09-01 04:17:00,SENS-3,28.84,56.63,44.82
2023-09-01 04:18:00,SENS-5,27.29,58.05,49.28
2023-09-01 04:19:00,SENS-2,30.05,63.1,46.8
2023-09-01 04:20:00,SENS-5,27.78,59.56,20.33
2023-09-01 04:21:00,SENS-3,29.5,53.86,26.07
2023-09-01 04:22:00,SENS-4,30.37,53.63,35.21
2023-09-01 04:23:00,SENS-3,29.39,60.12,29.18
2023-09-01 04:24:00,SENS-1,29.79,59.76,24.41
2023-09-01 04:25:00,SENS-1,31.02,60.94,42.62
2023-09-01 04:26:00,SENS-3,29.36,55.95,48.78
2023-09-01 04:27:00,SENS-1,30.07,55.13,19.86
2023-09-01 04:28:00,SENS-3,29.72,55.41,48.48
2023-09-01 04:29:00,SENS-3,27.33,54.14,33.45
2023-09-01 04:30:00,SENS-3,29.2,57.96,27.1
2023-09-01 04:31:00,SENS-1,28.46,59.59,33.2
2023-09-01 04:32:00,SENS-5,30.19,57.01,15.2
2023-09-01 04:33:00,SENS-4,27.32,61.64,41.75
2023-09-01 04:34:00,SENS-5,30.06,53.71,42.9
2023-09-01 04:35:00,SENS-1,30.13,53.42,32.73
2023-09-01 04:36:00,SENS-2,30.31,58.66,30.95
2023-09-01 04:37:00,SENS-3,29.91,55.03,17.65
2023-09-01 04:38:00,SENS-3,31.12,53.38,45.46
2023-09-01 04:39:00,SENS-1,27.67,53.23,24.75
2023-09-01 04:40:00,SENS-1,31.38,54.47,27.31
2023-09-01 04:41:00,SENS-5,29.49,57.09,44.2
2023-09-01 04:42:00,SENS-3,27.75,54.78,27.49
2023-09-01 04:43:00,SENS-1,28.99,56.06,39.84
2023-09-01 04:44:00,SENS-2,28.0,57.9,42.01
2023-09-01 04:45:00,SENS-2,30.67,53.51,13.58
2023-09-01 04:46:00,SENS-1,30.22,57.21,20.88
2023-09-01 04:47:00,SENS-4,30.71,59.69,15.35
2023-09-01 04:48:00,SENS-5,27.51,53.63,26.52
2023-09-01 04:49:00,SENS-5,29.99,51.94,12.85
2023-09-01 04:50:00,SENS-4,28.37,59.46,42.24
2023-09-01 04:51:00,SENS-4,30.54,55.24,19.41
2023-09-01 04:52:00,SENS-2,30.92,59.24,20.44
2023-09-01 04:53:00,SENS-2,29.14,53.03,20.91
2023-09-01 04:54:00,SENS-2,28.66,57.17,21.03
2023-09-01 04:55:00,SENS-1,29.45,54.25,22.76
2023-09-01 04:56:00,SENS-2,29.41,58.4,38.44
2023-09-01 04:57:00,SENS-5,28.53,59.22,20.01
2023-09-01 04:58:00,SENS-2,28.52,59.25,24.93
2023-09-01 04:59:00,SENS-5,30.92,51.89,24.94
2023-09-01 05:00:00,SENS-4,30.86,58.07,48.15
2023-09-01 05:01:00,SENS-2,30.85,51.79,24.17
2023-09-01 05:02:00,SENS-3,30.57,50.84,36.19
2023-09-01 05:03:00,SENS-2,28.82,50.32,21.67
2023-09-01 05:04:00,SENS-4,28.11,56.24,24.99
2023-09-01 05:05:00,SENS-5,29.3,57.01,44.15
2023-09-01 05:06:00,SENS-5,28.53,56.75,14.39
2023-09-01 05:07:00,SENS-1,30.61,51.0,15.41
2023-09-01 05:08:00,SENS-1,28.95,53.96,18.2
2023-09-01 05:09:00,SENS-2,29.33,58.63,27.77
2023-09-01 05:10:00,SENS-1,30.86,57.15,39.24
2023-09-01 05:11:00,SENS-1,27.83,54.99,29.17
2023-09-01 05:12:00,SENS-3,28.37,53.42,13.8
2023-09-01 05:13:00,SENS-1,29.81,56.01,14.88
2023-09-01 05:14:00,SENS-3,28.13,57.0,13.85
2023-09-01 05:15:00,SENS-4,30.54,52.38,28.15
2023-09-01 05:16:00,SENS-5,30.88,51.81,24.07
2023-09-01 05:17:00,SENS-2,31.51,52.8,14.15
2023-09-01 05:18:00,SENS-1,30.81,52.02,30.76
2023-09-01 05:19:00,SENS-4,30.97,53.61,31.84
2023-09-01 05:20:00,SENS-1,30.55,55.78,12.73
2023-09-01 05:21:00,SENS-5,30.16,56.46,12.92
2023-09-01 05:22:00,SENS-3,29.21,57.49,44.47
2023-09-01 05:23:00,SENS-1,31.01,55.79,25.34
2023-09-01 05:24:00,SENS-2,31.18,54.12,35.08
2023-09-01 05:25:00,SENS-4,28.86,56.84,19.41
2023-09-01 05:26:00,SENS-5,29.15,48.52,38.62
2023-09-01 05:27:00,SENS-4,28.06,57.29,29.41
2023-09-01 05:28:00,SENS-1,30.6,52.4,40.46
2023-09-01 05:29:00,SENS-2,28.43,55.52,26.54
2023-09-01 05:30:00,SENS-5,29.2,56.13,43.74
2023-09-01 05:31:00,SENS-3,28.21,48.41,32.51
2023-09-01 05:32:00,SENS-4,28.45,57.06,13.94
2023-09-01 05:33:00,SENS-4,29.31,52.75,12.49
2023-09-01 05:34:00,SENS-5,31.78,53.86,42.85
2023-09-01 05:35:00,SENS-5,30.29,51.6,24.98
2023-09-01 05:36:00,SENS-3,28.39,48.5,40.01
2023-09-01 05:37:00,SENS-2,28.41,55.1,49.61
2023-09-01 05:38:00,SENS-5,31.62,56.99,19.17
2023-09-01 05:39:00,SENS-2,29.22,55.6,44.17
2023-09-01 05:40:00,SENS-1,29.66,48.58,34.87
2023-09-01 05:41:00,SENS-3,28.93,56.22,26.94
2023-09-01 05:42:00,SENS-2,29.24,47.87,28.47
2023-09-01 05:43:00,SENS-5,28.89,49.83,23.17
2023-09-01 05:44:00,SENS-3,28.04,47.48,27.52
2023-09-01 05:45:00,SENS-2,31.17,49.46,26.91
2023-09-01 05:46:00,SENS-2,31.32,55.89,26.72
2023-09-01 05:47:00,SENS-3,30.26,52.05,46.0
2023-09-01 05:48:00,SENS-1,29.47,51.83,28.32
2023-09-01 05:49:00,SENS-2,28.76,51.26,46.18
2023-09-01 05:50:00,SENS-2,30.77,48.43,43.5
2023-09-01 05:51:00,SENS-4,30.52,50.85,17.95
2023-09-01 05:52:00,SENS-3,31.87,47.61,23.92
2023-09-01 05:53:00,SENS-5,28.44,52.55,42.66
2023-09-01 05:54:00,SENS-2,30.32,47.17,46.34
2023-09-01 05:55:00,SENS-5,29.5,54.64,34.51
2023-09-01 05:56:00,SENS-3,29.14,47.31,18.28
2023-09-01 05:57:00,SENS-3,31.91,49.66,40.47
2023-09-01 05:58:00,SENS-3,30.67,46.24,22.78
2023-09-01 05:59:00,SENS-2,30.2,50.42,38.55
2023-09-01 06:00:00,SENS-2,28.16,46.21,14.94
2023-09-01 06:01:00,SENS-3,30.52,50.34,29.86
2023-09-01 06:02:00,SENS-1,29.7,46.5,15.73
2023-09-01 06:03:00,SENS-4,31.11,48.8,31.51
2023-09-01 06:04:00,SENS-1,29.07,51.84,42.12
2023-09-01 06:05:00,SENS-1,28.18,53.23,39.7
2023-09-01 06:06:00,SENS-3,28.2,52.18,40.45
2023-09-01 06:07:00,SENS-3,30.25,51.14,47.32
2023-09-01 06:08:00,SENS-4,31.19,47.07,21.88
2023-09-01 06:09:00,SENS-4,28.64,48.6,35.78
2023-09-01 06:10:00,SENS-4,28.45,50.76,10.49
2023-09-01 06:11:00,SENS-3,31.12,48.52,42.96
2023-09-01 06:12:00,SENS-2,31.22,45.53,29.91
2023-09-01 06:13:00,SENS-5,31.42,52.74,19.24
2023-09-01 06:14:00,SENS-5,31.47,47.12,48.37
2023-09-01 06:15:00,SENS-5,31.66,49.29,33.81
2023-09-01 06:16:00,SENS-4,28.96,45.75,10.16
2023-09-01 06:17:00,SENS-4,29.73,51.06,35.02
2023-09-01 06:18:00,SENS-5,31.29,45.95,49.83
2023-09-01 06:19:00,SENS-5,28.98,52.78,32.8
2023-09-01 06:20:00,SENS-2,28.5,51.65,31.75
2023-09-01 06:21:00,SENS-4,30.46,48.51,43.97
2023-09-01 06:22:00,SENS-1,30.12,50.4,29.35
2023-09-01 06:23:00,SENS-2,29.16,44.24,46.08
2023-09-01 06:24:00,SENS-5,29.33,49.71,10.21
2023-09-01 06:25:00,SENS-3,31.49,50.1,13.14
2023-09-01 06:26:00,SENS-5,28.07,46.59,29.0
2023-09-01 06:27:00,SENS-1,28.25,50.94,41.27
2023-09-01 06:28:00,SENS-2,31.3,45.93,16.69
2023-09-01 06:29:00,SENS-4,29.98,42.59,12.93
2023-09-01 06:30:00,SENS-5,29.47,43.35,40.11
2023-09-01 06:31:00,SENS-3,31.08,43.03,44.12
2023-09-01 06:32:00,SENS-4,31.08,51.08,49.01
2023-09-01 06:33:00,SENS-4,28.06,44.84,25.75
2023-09-01 06:34:00,SENS-1,30.49,47.94,22.62
2023-09-01 06:35:00,SENS-2,29.91,49.05,36.86
2023-09-01 06:36:00,SENS-4,31.76,49.95,27.62
2023-09-01 06:37:00,SENS-1,29.39,49.07,37.24
2023-09-01 06:38:00,SENS-3,31.09,46.97,11.29
2023-09-01 06:39:00,SENS-3,28.58,45.81,25.31
2023-09-01 06:40:00,SENS-3,29.97,42.08,14.4
2023-09-01 06:41:00,SENS-5,30.7,47.81,37.19
2023-09-01 06:42:00,SENS-3,31.38,46.53,45.61
2023-09-01 06:43:00,SENS-3,31.74,48.31,26.76
2023-09-01 06:44:00,SENS-4,30.0,48.54,11.48
2023-09-01 06:45:00,SENS-5,28.89,41.67,38.65
2023-09-01 06:46:00,SENS-4,28.0,43.89,48.69
2023-09-01 06:47:00,SENS-2,30.63,45.29,32.25
2023-09-01 06:48:00,SENS-5,31.05,46.92,30.58
2023-09-01 06:49:00,SENS-5,29.28,43.92,43.37
2023-09-01 06:50:00,SENS-3,31.15,45.41,38.39
2023-09-01 06:51:00,SENS-5,30.08,49.73,34.32
2023-09-01 06:52:00,SENS-1,29.5,44.93,24.97
2023-09-01 06:53:00,SENS-4,31.32,44.99,26.87
2023-09-01 06:54:00,SENS-2,30.27,43.59,20.66
2023-09-01 06:55:00,SENS-2,29.56,41.81,20.14
2023-09-01 06:56:00,SENS-1,28.58,43.53,23.43
2023-09-01 06:57:00,SENS-2,29.57,47.09,11.21
2023-09-01 06:58:00,SENS-2,30.76,46.96,47.81
2023-09-01 06:59:00,SENS-5,30.94,49.35,33.85
2023-09-01 07:00:00,SENS-2,30.52,46.74,19.97
2023-09-01 07:01:00,SENS-4,30.52,42.82,41.39
2023-09-01 07:02:00,SENS-3,30.53,41.5,10.7
2023-09-01 07:03:00,SENS-3,31.29,39.66,38.99
2023-09-01 07:04:00,SENS-4,28.61,45.37,46.09
2023-09-01 07:05:00,SENS-4,28.34,44.69,10.74
2023-09-01 07:06:00,SENS-4,30.99,40.91,40.63
2023-09-01 07:07:00,SENS-5,31.26,41.35,30.02
2023-09-01 07:08:00,SENS-2,29.64,40.38,37.93
2023-09-01 07:09:00,SENS-2,29.61,41.92,41.28
2023-09-01 07:10:00,SENS-4,30.15,48.86,31.62
2023-09-01 07:11:00,SENS-3,29.0,44.21,25.12
2023-09-01 07:12:00,SENS-1,28.84,39.85,33.29
2023-09-01 07:13:00,SENS-2,31.19,42.89,23.58
2023-09-01 07:14:00,SENS-5,29.95,41.49,23.85
2023-09-01 07:15:00,SENS-5,30.13,42.1,40.72
2023-09-01 07:16:00,SENS-2,28.01,47.84,34.19
2023-09-01 07:17:00,SENS-3,28.86,40.85,40.32
2023-09-01 07:18:00,SENS-1,29.55,42.86,41.89
2023-09-01 07:19:00,SENS-4,29.28,46.58,19.3
2023-09-01 07:20:00,SENS-5,30.83,43.19,18.13
2023-09-01 07:21:00,SENS-2,29.36,42.28,13.06
2023-09-01 07:22:00,SENS-1,30.32,41.75,27.14
2023-09-01 07:23:00,SENS-1,27.54,40.04,23.09
2023-09-01 07:24:00,SENS-5,31.1,47.51,14.55
2023-09-01 07:25:00,SENS-2,28.54,41.85,33.1
2023-09-01 07:26:00,SENS-5,28.68,42.4,21.22
2023-09-01 07:27:00,SENS-2,28.64,41.04,15.35
2023-09-01 07:28:00,SENS-5,30.48,39.09,19.4
2023-09-01 07:29:00,SENS-3,27.46,38.05,21.39
